cycle,pc_if,pc_id,instr,is_decoding,id_ready,ex_ready,load_stall,jr_stall,misaligned_stall,branch_dec,pc_set,data_req,data_gnt,data_rvalid,if_busy,perf_imiss,instr_valid_id
416,0x00000732,0x00000730,0x00e6c6b3,1,1,1,0,0,0,0,0,0,0,1,1,0,1
417,0x00000736,0x00000732,0x00d50023,1,1,1,0,0,0,0,0,0,0,0,1,0,1
418,0x00000738,0x00000736,0x00150513,1,1,1,0,0,0,0,0,1,1,0,1,0,1
419,0x0000073a,0x00000738,0x00158593,1,1,1,0,0,0,0,0,0,0,1,1,0,1
420,0x0000073e,0x0000073a,0xfec517e3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
421,0x0000073e,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,1,0,0,0,1,0,0
422,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
423,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
424,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,1,0
425,0x00000728,0x0000073a,0xfec517e3,0,1,1,0,0,0,1,0,0,0,0,1,0,0
426,0x0000072c,0x00000728,0x0005c683,1,1,1,0,0,0,1,0,0,0,0,1,1,1
427,0x0000072c,0x00000728,0x0005c683,0,1,1,0,0,0,0,0,1,1,0,1,0,0
428,0x00000730,0x0000072c,0x00054703,1,0,0,0,0,0,0,0,0,0,0,1,1,1
429,0x00000730,0x0000072c,0x00054703,1,1,1,0,0,0,0,0,0,0,1,1,0,1
430,0x00000732,0x00000730,0x00e6c6b3,1,0,1,1,0,0,0,0,1,1,0,1,1,1
431,0x00000732,0x00000730,0x00e6c6b3,1,0,0,1,0,0,0,0,0,0,0,1,0,1
432,0x00000732,0x00000730,0x00e6c6b3,1,1,1,0,0,0,0,0,0,0,1,1,0,1
433,0x00000736,0x00000732,0x00d50023,1,1,1,0,0,0,0,0,0,0,0,1,0,1
434,0x00000738,0x00000736,0x00150513,1,1,1,0,0,0,0,0,1,1,0,1,0,1
435,0x0000073a,0x00000738,0x00158593,1,1,1,0,0,0,0,0,0,0,1,1,0,1
436,0x0000073e,0x0000073a,0xfec517e3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
437,0x0000073e,0x0000073a,0xfec517e3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
438,0x00000742,0x0000073e,0x20000033,1,1,1,0,0,0,0,0,0,0,0,1,1,1
439,0x00000742,0x0000073e,0x20000033,0,1,1,0,0,0,1,0,0,0,0,1,0,0
440,0x00000746,0x00000742,0x280008b3,1,1,1,0,0,0,1,0,0,0,0,1,1,1
441,0x00000746,0x00000742,0x280008b3,0,1,1,0,0,0,1,0,0,0,0,1,0,0
442,0x0000074a,0x00000746,0x680002b3,1,1,1,0,0,0,1,0,0,0,0,1,1,1
443,0x0000074a,0x00000746,0x680002b3,0,1,1,0,0,0,1,0,0,0,0,1,0,0
444,0x0000074e,0x0000074a,0xa8000333,1,1,1,0,0,0,1,0,0,0,0,1,1,1
445,0x0000074e,0x0000074a,0xa8000333,0,1,1,0,0,0,1,0,0,0,0,1,0,0
446,0x00000752,0x0000074e,0xe80003b3,1,1,1,0,0,0,1,0,0,0,0,1,1,1
447,0x00000752,0x0000074e,0xe80003b3,0,1,1,0,0,0,1,0,0,0,0,1,0,0
448,0x00000754,0x00000752,0x01c12703,1,1,1,0,0,0,1,0,0,0,0,1,0,1
449,0x00000756,0x00000754,0x02012783,1,1,1,0,0,0,0,0,1,1,0,1,0,1
450,0x00000758,0x00000756,0x02412503,1,0,0,0,0,0,0,0,1,0,0,1,0,1
451,0x00000758,0x00000756,0x02412503,1,1,1,0,0,0,0,0,1,1,1,1,0,1
452,0x0000075a,0x00000758,0x02812583,1,0,0,0,0,0,0,0,1,0,0,1,0,1
453,0x0000075a,0x00000758,0x02812583,1,1,1,0,0,0,0,0,1,1,1,1,0,1
454,0x0000075e,0x0000075a,0x20000033,1,0,0,0,0,0,0,0,1,0,0,1,0,1
455,0x0000075e,0x0000075a,0x20000033,1,1,1,0,0,0,0,0,1,1,1,1,0,1
456,0x00000762,0x0000075e,0x26e88633,1,0,0,0,0,0,1,0,0,0,0,1,0,1
457,0x00000762,0x0000075e,0x26e88633,1,1,1,0,0,0,1,0,0,0,1,1,0,1
458,0x00000766,0x00000762,0x26f286b3,1,1,1,0,0,0,0,0,0,0,0,1,0,1
459,0x0000076a,0x00000766,0x26a308b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
460,0x0000076a,0x00000766,0x26a308b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
461,0x0000076e,0x0000076a,0x26b382b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
462,0x0000076e,0x0000076a,0x26b382b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
463,0x00000772,0x0000076e,0x66f60633,1,1,1,0,0,0,0,0,0,0,0,1,1,1
464,0x00000772,0x0000076e,0x66f60633,0,1,1,0,0,0,0,0,0,0,0,1,0,0
465,0x00000776,0x00000772,0x66a686b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
466,0x00000776,0x00000772,0x66a686b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
467,0x0000077a,0x00000776,0x66b888b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
468,0x0000077a,0x00000776,0x66b888b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
469,0x0000077e,0x0000077a,0xa6a60633,1,1,1,0,0,0,0,0,0,0,0,1,1,1
470,0x0000077e,0x0000077a,0xa6a60633,0,1,1,0,0,0,0,0,0,0,0,1,0,0
471,0x00000782,0x0000077e,0xa6b683b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
472,0x00000782,0x0000077e,0xa6b683b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
473,0x00000786,0x00000782,0xe6b605b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
474,0x00000786,0x00000782,0xe6b605b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
475,0x0000078a,0x00000786,0x28000333,1,1,1,0,0,0,0,0,0,0,0,1,1,1
476,0x0000078a,0x00000786,0x28000333,0,1,1,0,0,0,1,0,0,0,0,1,0,0
477,0x0000078e,0x0000078a,0x66e28633,1,1,1,0,0,0,1,0,0,0,0,1,1,1
478,0x0000078e,0x0000078a,0x66e28633,0,1,1,0,0,0,0,0,0,0,0,1,0,0
479,0x00000792,0x0000078e,0xa6e886b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
480,0x00000792,0x0000078e,0xa6e886b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
481,0x00000796,0x00000792,0xe6e38733,1,1,1,0,0,0,0,0,0,0,0,1,1,1
482,0x00000796,0x00000792,0xe6e38733,0,1,1,0,0,0,0,0,0,0,0,1,0,0
483,0x0000079a,0x00000796,0x680008b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
484,0x0000079a,0x00000796,0x680008b3,0,1,1,0,0,0,1,0,0,0,0,1,0,0
485,0x0000079e,0x0000079a,0xa6f60633,1,1,1,0,0,0,1,0,0,0,0,1,1,1
486,0x0000079e,0x0000079a,0xa6f60633,0,1,1,0,0,0,0,0,0,0,0,1,0,0
487,0x000007a2,0x0000079e,0xe6f686b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
488,0x000007a2,0x0000079e,0xe6f686b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
489,0x000007a6,0x000007a2,0xa80002b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
490,0x000007a6,0x000007a2,0xa80002b3,0,1,1,0,0,0,1,0,0,0,0,1,0,0
491,0x000007aa,0x000007a6,0xe6a60533,1,1,1,0,0,0,1,0,0,0,0,1,1,1
492,0x000007aa,0x000007a6,0xe6a60533,0,1,1,0,0,0,0,0,0,0,0,1,0,0
493,0x000007ae,0x000007aa,0xe80003b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
494,0x000007ae,0x000007aa,0xe80003b3,0,1,1,0,0,0,1,0,0,0,0,1,0,0
495,0x000007b2,0x000007ae,0x20000033,1,1,1,0,0,0,1,0,0,0,0,1,1,1
496,0x000007b2,0x000007ae,0x20000033,0,1,1,0,0,0,1,0,0,0,0,1,0,0
497,0x000007b6,0x000007b2,0x26b307b3,1,1,1,0,0,0,1,0,0,0,0,1,1,1
498,0x000007b6,0x000007b2,0x26b307b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
499,0x000007ba,0x000007b6,0x26e88633,1,1,1,0,0,0,0,0,0,0,0,1,1,1
500,0x000007ba,0x000007b6,0x26e88633,0,1,1,0,0,0,0,0,0,0,0,1,0,0
501,0x000007be,0x000007ba,0x26d288b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
502,0x000007be,0x000007ba,0x26d288b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
503,0x000007c2,0x000007be,0x26a382b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
504,0x000007c2,0x000007be,0x26a382b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
505,0x000007c6,0x000007c2,0x66e787b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
506,0x000007c6,0x000007c2,0x66e787b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
507,0x000007ca,0x000007c6,0x66d60633,1,1,1,0,0,0,0,0,0,0,0,1,1,1
508,0x000007ca,0x000007c6,0x66d60633,0,1,1,0,0,0,0,0,0,0,0,1,0,0
509,0x000007ce,0x000007ca,0x66a888b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
510,0x000007ce,0x000007ca,0x66a888b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
511,0x000007d2,0x000007ce,0xa6d787b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
512,0x000007d2,0x000007ce,0xa6d787b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
513,0x000007d6,0x000007d2,0xa6a603b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
514,0x000007d6,0x000007d2,0xa6a603b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
515,0x000007da,0x000007d6,0xe6a78533,1,1,1,0,0,0,0,0,0,0,0,1,1,1
516,0x000007da,0x000007d6,0xe6a78533,0,1,1,0,0,0,0,0,0,0,0,1,0,0
517,0x000007de,0x000007da,0x28000333,1,1,1,0,0,0,0,0,0,0,0,1,1,1
518,0x000007de,0x000007da,0x28000333,0,1,1,0,0,0,1,0,0,0,0,1,0,0
519,0x000007e2,0x000007de,0x66b287b3,1,1,1,0,0,0,1,0,0,0,0,1,1,1
520,0x000007e2,0x000007de,0x66b287b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
521,0x000007e6,0x000007e2,0xa6b88633,1,1,1,0,0,0,0,0,0,0,0,1,1,1
522,0x000007e6,0x000007e2,0xa6b88633,0,1,1,0,0,0,0,0,0,0,0,1,0,0
523,0x000007ea,0x000007e6,0xe6b385b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
524,0x000007ea,0x000007e6,0xe6b385b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
525,0x000007ee,0x000007ea,0x680008b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
526,0x000007ee,0x000007ea,0x680008b3,0,1,1,0,0,0,1,0,0,0,0,1,0,0
527,0x000007f2,0x000007ee,0xa6e787b3,1,1,1,0,0,0,1,0,0,0,0,1,1,1
528,0x000007f2,0x000007ee,0xa6e787b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
529,0x000007f6,0x000007f2,0xe6e60633,1,1,1,0,0,0,0,0,0,0,0,1,1,1
530,0x000007f6,0x000007f2,0xe6e60633,0,1,1,0,0,0,0,0,0,0,0,1,0,0
531,0x000007fa,0x000007f6,0xa80003b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
532,0x000007fa,0x000007f6,0xa80003b3,0,1,1,0,0,0,1,0,0,0,0,1,0,0
533,0x000007fe,0x000007fa,0xe6d786b3,1,1,1,0,0,0,1,0,0,0,0,1,1,1
534,0x000007fe,0x000007fa,0xe6d786b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
535,0x00000802,0x000007fe,0xe80002b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
536,0x00000802,0x000007fe,0xe80002b3,0,1,1,0,0,0,1,0,0,0,0,1,0,0
537,0x00000806,0x00000802,0x20000033,1,1,1,0,0,0,1,0,0,0,0,1,1,1
538,0x00000806,0x00000802,0x20000033,0,1,1,0,0,0,1,0,0,0,0,1,0,0
539,0x0000080a,0x00000806,0x26a307b3,1,1,1,0,0,0,1,0,0,0,0,1,1,1
540,0x0000080a,0x00000806,0x26a307b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
541,0x0000080e,0x0000080a,0x26b88733,1,1,1,0,0,0,0,0,0,0,0,1,1,1
542,0x0000080e,0x0000080a,0x26b88733,0,1,1,0,0,0,0,0,0,0,0,1,0,0
543,0x00000812,0x0000080e,0x26c388b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
544,0x00000812,0x0000080e,0x26c388b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
545,0x00000816,0x00000812,0x66b787b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
546,0x00000816,0x00000812,0x66b787b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
547,0x0000081a,0x00000816,0x66c70733,1,1,1,0,0,0,0,0,0,0,0,1,1,1
548,0x0000081a,0x00000816,0x66c70733,0,1,1,0,0,0,0,0,0,0,0,1,0,0
549,0x0000081e,0x0000081a,0x66d888b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
550,0x0000081e,0x0000081a,0x66d888b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
551,0x00000822,0x0000081e,0x26d282b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
552,0x00000822,0x0000081e,0x26d282b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
553,0x00000826,0x00000822,0xa6c787b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
554,0x00000826,0x00000822,0xa6c787b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
555,0x0000082a,0x00000826,0xa6d703b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
556,0x0000082a,0x00000826,0xa6d703b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
557,0x0000082e,0x0000082a,0xe6d786b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
558,0x0000082e,0x0000082a,0xe6d786b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
559,0x00000832,0x0000082e,0x28000333,1,1,1,0,0,0,0,0,0,0,0,1,1,1
560,0x00000832,0x0000082e,0x28000333,0,1,1,0,0,0,1,0,0,0,0,1,0,0
561,0x00000836,0x00000832,0xa6a887b3,1,1,1,0,0,0,1,0,0,0,0,1,1,1
562,0x00000836,0x00000832,0xa6a887b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
563,0x0000083a,0x00000836,0x66a28733,1,1,1,0,0,0,0,0,0,0,0,1,1,1
564,0x0000083a,0x00000836,0x66a28733,0,1,1,0,0,0,0,0,0,0,0,1,0,0
565,0x0000083e,0x0000083a,0xe6a38533,1,1,1,0,0,0,0,0,0,0,0,1,1,1
566,0x0000083e,0x0000083a,0xe6a38533,0,1,1,0,0,0,0,0,0,0,0,1,0,0
567,0x00000842,0x0000083e,0x680008b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
568,0x00000842,0x0000083e,0x680008b3,0,1,1,0,0,0,1,0,0,0,0,1,0,0
569,0x00000846,0x00000842,0xe6b787b3,1,1,1,0,0,0,1,0,0,0,0,1,1,1
570,0x00000846,0x00000842,0xe6b787b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
571,0x0000084a,0x00000846,0xa6b705b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
572,0x0000084a,0x00000846,0xa6b705b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
573,0x0000084e,0x0000084a,0xa80003b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
574,0x0000084e,0x0000084a,0xa80003b3,0,1,1,0,0,0,1,0,0,0,0,1,0,0
575,0x00000852,0x0000084e,0xe6c585b3,1,1,1,0,0,0,1,0,0,0,0,1,1,1
576,0x00000852,0x0000084e,0xe6c585b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
577,0x00000856,0x00000852,0xe80002b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
578,0x00000856,0x00000852,0xe80002b3,0,1,1,0,0,0,1,0,0,0,0,1,0,0
579,0x0000085a,0x00000856,0x20000033,1,1,1,0,0,0,1,0,0,0,0,1,1,1
580,0x0000085a,0x00000856,0x20000033,0,1,1,0,0,0,1,0,0,0,0,1,0,0
581,0x0000085e,0x0000085a,0x26d30633,1,1,1,0,0,0,1,0,0,0,0,1,1,1
582,0x0000085e,0x0000085a,0x26d30633,0,1,1,0,0,0,0,0,0,0,0,1,0,0
583,0x00000862,0x0000085e,0x26a88733,1,1,1,0,0,0,0,0,0,0,0,1,1,1
584,0x00000862,0x0000085e,0x26a88733,0,1,1,0,0,0,0,0,0,0,0,1,0,0
585,0x00000866,0x00000862,0x66a60633,1,1,1,0,0,0,0,0,0,0,0,1,1,1
586,0x00000866,0x00000862,0x66a60633,0,1,1,0,0,0,0,0,0,0,0,1,0,0
587,0x0000086a,0x00000866,0x66f70733,1,1,1,0,0,0,0,0,0,0,0,1,1,1
588,0x0000086a,0x00000866,0x66f70733,0,1,1,0,0,0,0,0,0,0,0,1,0,0
589,0x0000086e,0x0000086a,0x26f388b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
590,0x0000086e,0x0000086a,0x26f388b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
591,0x00000872,0x0000086e,0xa6f60633,1,1,1,0,0,0,0,0,0,0,0,1,1,1
592,0x00000872,0x0000086e,0xa6f60633,0,1,1,0,0,0,0,0,0,0,0,1,0,0
593,0x00000876,0x00000872,0xa6b70733,1,1,1,0,0,0,0,0,0,0,0,1,1,1
594,0x00000876,0x00000872,0xa6b70733,0,1,1,0,0,0,0,0,0,0,0,1,0,0
595,0x0000087a,0x00000876,0x66b888b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
596,0x0000087a,0x00000876,0x66b888b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
597,0x0000087e,0x0000087a,0x26b282b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
598,0x0000087e,0x0000087a,0x26b282b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
599,0x00000882,0x0000087e,0xe6b605b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
600,0x00000882,0x0000087e,0xe6b605b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
601,0x00000886,0x00000882,0x28000333,1,1,1,0,0,0,0,0,0,0,0,1,1,1
602,0x00000886,0x00000882,0x28000333,0,1,1,0,0,0,1,0,0,0,0,1,0,0
603,0x0000088a,0x00000886,0xe6d70733,1,1,1,0,0,0,1,0,0,0,0,1,1,1
604,0x0000088a,0x00000886,0xe6d70733,0,1,1,0,0,0,0,0,0,0,0,1,0,0
605,0x0000088e,0x0000088a,0xa6d88633,1,1,1,0,0,0,0,0,0,0,0,1,1,1
606,0x0000088e,0x0000088a,0xa6d88633,0,1,1,0,0,0,0,0,0,0,0,1,0,0
607,0x00000892,0x0000088e,0x66d286b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
608,0x00000892,0x0000088e,0x66d286b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
609,0x00000896,0x00000892,0x680008b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
610,0x00000896,0x00000892,0x680008b3,0,1,1,0,0,0,1,0,0,0,0,1,0,0
611,0x0000089a,0x00000896,0xe6a60633,1,1,1,0,0,0,1,0,0,0,0,1,1,1
612,0x0000089a,0x00000896,0xe6a60633,0,1,1,0,0,0,0,0,0,0,0,1,0,0
613,0x0000089e,0x0000089a,0xa6a68533,1,1,1,0,0,0,0,0,0,0,0,1,1,1
614,0x0000089e,0x0000089a,0xa6a68533,0,1,1,0,0,0,0,0,0,0,0,1,0,0
615,0x000008a2,0x0000089e,0xa80003b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
616,0x000008a2,0x0000089e,0xa80003b3,0,1,1,0,0,0,1,0,0,0,0,1,0,0
617,0x000008a6,0x000008a2,0xe6f50533,1,1,1,0,0,0,1,0,0,0,0,1,1,1
618,0x000008a6,0x000008a2,0xe6f50533,0,1,1,0,0,0,0,0,0,0,0,1,0,0
619,0x000008aa,0x000008a6,0xe80002b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
620,0x000008aa,0x000008a6,0xe80002b3,0,1,1,0,0,0,1,0,0,0,0,1,0,0
621,0x000008ae,0x000008aa,0x26b307b3,1,1,1,0,0,0,1,0,0,0,0,1,1,1
622,0x000008ae,0x000008aa,0x26b307b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
623,0x000008b2,0x000008ae,0x20000033,1,1,1,0,0,0,0,0,0,0,0,1,1,1
624,0x000008b2,0x000008ae,0x20000033,0,1,1,0,0,0,1,0,0,0,0,1,0,0
625,0x000008b6,0x000008b2,0x66e787b3,1,1,1,0,0,0,1,0,0,0,0,1,1,1
626,0x000008b6,0x000008b2,0x66e787b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
627,0x000008ba,0x000008b6,0x26e886b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
628,0x000008ba,0x000008b6,0x26e886b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
629,0x000008be,0x000008ba,0xa6c787b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
630,0x000008be,0x000008ba,0xa6c787b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
631,0x000008c2,0x000008be,0x66c686b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
632,0x000008c2,0x000008be,0x66c686b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
633,0x000008c6,0x000008c2,0x26c388b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
634,0x000008c6,0x000008c2,0x26c388b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
635,0x000008ca,0x000008c6,0xe6a787b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
636,0x000008ca,0x000008c6,0xe6a787b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
637,0x000008ce,0x000008ca,0xa6a686b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
638,0x000008ce,0x000008ca,0xa6a686b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
639,0x000008d2,0x000008ce,0x66a888b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
640,0x000008d2,0x000008ce,0x66a888b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
641,0x000008d6,0x000008d2,0x26a28333,1,1,1,0,0,0,0,0,0,0,0,1,1,1
642,0x000008d6,0x000008d2,0x26a28333,0,1,1,0,0,0,0,0,0,0,0,1,0,0
643,0x000008da,0x000008d6,0x280002b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
644,0x000008da,0x000008d6,0x280002b3,0,1,1,0,0,0,1,0,0,0,0,1,0,0
645,0x000008de,0x000008da,0xe6b686b3,1,1,1,0,0,0,1,0,0,0,0,1,1,1
646,0x000008de,0x000008da,0xe6b686b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
647,0x000008e2,0x000008de,0xa6b88533,1,1,1,0,0,0,0,0,0,0,0,1,1,1
648,0x000008e2,0x000008de,0xa6b88533,0,1,1,0,0,0,0,0,0,0,0,1,0,0
649,0x000008e6,0x000008e2,0x66b305b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
650,0x000008e6,0x000008e2,0x66b305b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
651,0x000008ea,0x000008e6,0x680008b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
652,0x000008ea,0x000008e6,0x680008b3,0,1,1,0,0,0,1,0,0,0,0,1,0,0
653,0x000008ee,0x000008ea,0xe6e50533,1,1,1,0,0,0,1,0,0,0,0,1,1,1
654,0x000008ee,0x000008ea,0xe6e50533,0,1,1,0,0,0,0,0,0,0,0,1,0,0
655,0x000008f2,0x000008ee,0xa6e585b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
656,0x000008f2,0x000008ee,0xa6e585b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
657,0x000008f6,0x000008f2,0xa80003b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
658,0x000008f6,0x000008f2,0xa80003b3,0,1,1,0,0,0,1,0,0,0,0,1,0,0
659,0x000008fa,0x000008f6,0xe6c585b3,1,1,1,0,0,0,1,0,0,0,0,1,1,1
660,0x000008fa,0x000008f6,0xe6c585b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
661,0x000008fe,0x000008fa,0xe8000333,1,1,1,0,0,0,0,0,0,0,0,1,1,1
662,0x000008fe,0x000008fa,0xe8000333,0,1,1,0,0,0,1,0,0,0,0,1,0,0
663,0x00000902,0x000008fe,0x26f28633,1,1,1,0,0,0,1,0,0,0,0,1,1,1
664,0x00000902,0x000008fe,0x26f28633,0,1,1,0,0,0,0,0,0,0,0,1,0,0
665,0x00000906,0x00000902,0x20000033,1,1,1,0,0,0,0,0,0,0,0,1,1,1
666,0x00000906,0x00000902,0x20000033,0,1,1,0,0,0,1,0,0,0,0,1,0,0
667,0x0000090a,0x00000906,0x66d60633,1,1,1,0,0,0,1,0,0,0,0,1,1,1
668,0x0000090a,0x00000906,0x66d60633,0,1,1,0,0,0,0,0,0,0,0,1,0,0
669,0x0000090e,0x0000090a,0x26d88733,1,1,1,0,0,0,0,0,0,0,0,1,1,1
670,0x0000090e,0x0000090a,0x26d88733,0,1,1,0,0,0,0,0,0,0,0,1,0,0
671,0x00000912,0x0000090e,0xa6a60633,1,1,1,0,0,0,0,0,0,0,0,1,1,1
672,0x00000912,0x0000090e,0xa6a60633,0,1,1,0,0,0,0,0,0,0,0,1,0,0
673,0x00000916,0x00000912,0x66a70733,1,1,1,0,0,0,0,0,0,0,0,1,1,1
674,0x00000916,0x00000912,0x66a70733,0,1,1,0,0,0,0,0,0,0,0,1,0,0
675,0x0000091a,0x00000916,0x26a388b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
676,0x0000091a,0x00000916,0x26a388b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
677,0x0000091e,0x0000091a,0xe6b60633,1,1,1,0,0,0,0,0,0,0,0,1,1,1
678,0x0000091e,0x0000091a,0xe6b60633,0,1,1,0,0,0,0,0,0,0,0,1,0,0
679,0x00000922,0x0000091e,0xa6b70733,1,1,1,0,0,0,0,0,0,0,0,1,1,1
680,0x00000922,0x0000091e,0xa6b70733,0,1,1,0,0,0,0,0,0,0,0,1,0,0
681,0x00000926,0x00000922,0x66b888b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
682,0x00000926,0x00000922,0x66b888b3,0,1,1,0,0,0,0,0,0,0,0,1,0,0
683,0x0000092a,0x00000926,0x26b30333,1,1,1,0,0,0,0,0,0,0,0,1,1,1
684,0x0000092a,0x00000926,0x26b30333,0,1,1,0,0,0,0,0,0,0,0,1,0,0
685,0x0000092e,0x0000092a,0x280002b3,1,1,1,0,0,0,0,0,0,0,0,1,1,1
686,0x0000092e,0x0000092a,0x280002b3,0,1,1,0,0,0,1,0,0,0,0,1,0,0
687,0x00000932,0x0000092e,0xe6f70733,1,1,1,0,0,0,1,0,0,0,0,1,1,1
